112,904,304,904,304,932,112,932,0.99970275
112,760,336,760,336,788,112,788,0.9996939
112,940,208,940,208,967,112,967,0.9996803
432,792,576,792,576,823,432,823,0.9996785
112,794,256,794,256,824,112,824,0.99967563
48,539,144,539,144,571,48,571,0.999671
112,869,224,869,224,896,112,896,0.99966943
112,390,512,390,512,423,112,423,0.99966776
176,1118,400,1118,400,1148,176,1148,0.99966764
16,27,192,27,192,64,16,64,0.9996669
48,1054,544,1054,544,1071,48,1071,0.99966633
464,902,576,902,576,930,464,930,0.99966526
336,202,528,202,528,233,336,233,0.9996619
80,204,288,204,288,236,80,236,0.99965286
96,428,544,428,544,460,96,460,0.9996526
208,644,256,644,256,678,208,678,0.9996511
80,1084,480,1084,480,1113,80,1113,0.99964774
272,239,544,239,544,268,272,268,0.9996475
144,130,480,130,480,159,144,159,0.99964535
80,241,224,241,224,271,80,271,0.9996432
96,166,512,166,512,195,96,195,0.99964166
320,687,416,687,416,717,320,717,0.99963665
224,540,576,540,576,567,224,567,0.99963546
416,938,576,938,576,967,416,967,0.99962974
32,503,512,503,512,535,32,535,0.9996294
32,315,560,315,560,345,32,345,0.99962604
288,867,576,867,576,899,288,899,0.9996259
416,759,576,759,576,785,416,785,0.9996215
416,647,576,647,576,676,416,676,0.99961877
80,1011,480,1011,480,1040,80,1040,0.9996119
32,612,336,612,336,642,32,642,0.9996063
32,354,544,354,544,383,32,383,0.99960095
