32,846,96,846,96,867,32,867,0.99902356
32,686,224,686,224,707,32,707,0.9989943
32,874,112,874,112,893,32,893,0.99897814
32,445,192,445,192,466,32,466,0.9989662
32,713,112,713,112,733,32,733,0.9989586
32,579,192,579,192,599,32,599,0.9989497
32,526,176,526,176,546,32,546,0.9989114
32,821,224,821,224,839,32,839,0.9988939
32,981,448,981,448,999,32,999,0.9988859
32,606,192,606,192,626,32,626,0.99888474
32,633,128,633,128,653,32,653,0.9988813
32,419,288,419,288,438,32,438,0.9988757
32,553,176,553,176,572,32,572,0.9988726
32,659,192,659,192,678,32,678,0.998869
32,929,416,929,416,948,32,948,0.9988644
32,770,160,770,160,790,32,790,0.99885225
32,499,224,499,224,518,32,518,0.99884677
80,282,400,282,400,303,80,303,0.9988463
320,770,448,770,448,792,320,792,0.9988386
32,472,128,472,128,492,32,492,0.9988262
160,363,304,363,304,386,160,386,0.9988133
240,714,432,714,432,736,240,736,0.9988078
112,175,352,175,352,196,112,196,0.99880636
64,256,400,256,400,277,64,277,0.9988049
128,1088,336,1088,336,1107,128,1107,0.99880064
144,202,320,202,320,223,144,223,0.998798
400,419,448,419,448,440,400,440,0.99879265
240,553,432,553,432,574,240,574,0.9987832
144,337,320,337,320,358,144,358,0.99878293
336,873,448,873,448,895,336,895,0.9987826
336,849,448,849,448,869,336,869,0.99878186
400,582,448,582,448,604,400,604,0.99877816
336,823,448,823,448,844,336,844,0.99877626
240,634,432,634,432,655,240,655,0.998776
240,472,432,472,432,494,240,494,0.9987697
80,1063,368,1063,368,1080,80,1080,0.9987668
16,1006,288,1006,288,1028,16,1028,0.9987668
96,311,368,311,368,333,96,333,0.99876523
96,1113,352,1113,352,1134,96,1134,0.99876344
48,230,400,230,400,249,48,249,0.9987595
