208,953,400,953,400,977,208,977,0.99914694
224,928,400,928,400,949,224,949,0.9990515
224,1058,400,1058,400,1077,224,1077,0.9989466
352,852,400,852,400,869,352,869,0.99894196
48,540,400,540,400,560,48,560,0.99892163
48,432,192,432,192,449,48,449,0.99890924
64,122,320,122,320,138,64,138,0.99890924
224,906,400,906,400,924,224,924,0.9989046
128,247,288,247,288,262,128,262,0.9989033
112,206,304,206,304,225,112,225,0.9988985
336,802,400,802,400,821,336,821,0.9988921
0,329,48,329,48,348,0,348,0.99889046
32,75,352,75,352,96,32,96,0.99888283
48,668,400,668,400,687,48,687,0.99888104
0,361,64,361,64,382,0,382,0.9988727
240,1103,400,1103,400,1123,240,1123,0.9988722
48,627,400,627,400,644,48,644,0.9988691
256,476,368,476,368,494,256,494,0.998869
336,876,400,876,400,898,336,898,0.9988532
48,606,320,606,320,622,48,622,0.9988512
48,732,336,732,336,750,48,750,0.99884295
48,563,304,563,304,581,48,581,0.9988232
256,458,384,458,384,472,256,472,0.998792
112,103,272,103,272,117,112,117,0.99878305
208,855,288,855,288,873,208,873,0.99876827
48,713,400,713,400,729,48,729,0.99875236
0,288,48,288,48,308,0,308,0.9987172
48,585,400,585,400,600,48,600,0.9987159
240,1073,431,1073,431,1096,240,1096,0.99870527
48,456,112,456,112,469,48,469,0.9987023
48,756,176,756,176,771,48,771,0.99869746
48,1062,112,1062,112,1078,48,1078,0.99869734
48,692,336,692,336,708,48,708,0.9986507
112,1108,192,1108,192,1124,112,1124,0.998645
208,829,288,829,288,848,208,848,0.9985837
336,752,400,752,400,769,336,769,0.99856985
96,805,288,805,288,822,96,822,0.99856025
48,648,384,648,384,665,48,665,0.9984864
336,826,400,826,400,843,336,843,0.9984623
0,67,32,67,32,82,0,82,0.9984485
128,524,400,524,400,538,128,538,0.9983991
256,508,400,508,400,525,256,525,0.9983571
48,1017,192,1017,192,1038,48,1038,0.99834
0,232,48,232,48,249,0,249,0.9983265
48,475,128,475,128,489,48,489,0.99832374
48,163,336,163,336,180,48,180,0.9983228
48,182,368,182,368,200,48,200,0.99832267
48,143,336,143,336,161,48,161,0.9982912
176,883,288,883,288,901,176,901,0.99828976
144,1177,256,1177,256,1192,144,1192,0.99828964
144,1065,192,1065,192,1088,144,1088,0.9982863
48,1156,352,1156,352,1172,48,1172,0.9982856
