288,1106,352,1106,352,1124,288,1124,0.9993024
48,1021,208,1021,208,1044,48,1044,0.9992848
240,969,336,969,336,991,240,991,0.9992561
288,1081,352,1081,352,1099,288,1099,0.9991781
80,194,432,194,432,217,80,217,0.9991642
48,909,448,909,448,932,48,932,0.9991491
416,1081,480,1081,480,1099,416,1099,0.9991479
416,1108,480,1108,480,1126,416,1126,0.9991291
16,604,144,604,144,625,16,625,0.9990951
160,1107,224,1107,224,1123,160,1123,0.99909234
144,342,368,342,368,359,144,359,0.99905676
240,815,336,815,336,835,240,835,0.999052
384,816,448,816,448,835,384,835,0.9990514
384,849,448,849,448,868,384,868,0.9990471
80,781,448,781,448,805,80,805,0.99901485
16,449,208,449,208,467,16,467,0.9990007
256,943,448,943,448,963,256,963,0.99898905
16,525,144,525,144,544,16,544,0.99898404
16,394,80,394,80,414,16,414,0.9989766
384,879,448,879,448,898,384,898,0.99896073
320,579,480,579,480,598,320,598,0.99895525
16,425,320,425,320,445,16,445,0.9989347
48,1053,480,1053,480,1078,48,1078,0.9989281
16,578,96,578,96,595,16,595,0.9989267
384,969,448,969,448,987,384,987,0.99891686
16,685,96,685,96,702,16,702,0.99891293
288,646,352,646,352,662,288,662,0.9989108
16,498,224,498,224,517,16,517,0.9989102
320,607,384,607,384,627,320,627,0.9989071
128,245,368,245,368,263,128,263,0.9989053
176,372,336,372,336,391,176,391,0.9988877
16,473,208,473,208,492,16,492,0.99888223
112,271,384,271,384,291,112,291,0.9988821
320,553,496,553,496,572,320,572,0.99887866
16,665,80,665,80,682,16,682,0.9988757
176,219,336,219,336,235,176,235,0.9988661
48,1079,96,1079,96,1095,48,1095,0.9988642
144,577,224,577,224,596,144,596,0.9988618
16,551,96,551,96,569,16,569,0.9988494
16,713,144,713,144,731,16,731,0.9988481
368,650,432,650,432,667,368,667,0.99884796
144,665,496,665,496,682,144,682,0.9988451
224,848,336,848,336,867,224,867,0.99884206
64,312,432,312,432,333,64,333,0.9988343
144,550,272,550,272,567,144,567,0.99882895
368,742,448,742,448,759,368,759,0.99882716
336,72,384,72,384,105,336,105,0.99882585
32,739,192,739,192,758,32,758,0.9988248
32,1151,464,1151,464,1172,32,1172,0.9988236
224,878,336,878,336,901,224,901,0.9988232
144,687,496,687,496,707,144,707,0.9988122
