480,845,576,845,576,870,480,870,0.9997192
80,121,544,121,544,150,80,150,0.9997068
160,255,480,255,480,277,160,277,0.9997036
224,589,304,589,304,613,224,613,0.9997023
128,1063,496,1063,496,1092,128,1092,0.9997018
512,968,576,968,576,987,512,987,0.999701
192,378,432,378,432,402,192,402,0.9996991
352,591,576,591,576,613,352,613,0.9996989
48,844,128,844,128,869,48,869,0.99969435
48,927,576,927,576,955,48,955,0.9996891
256,328,352,328,352,347,256,347,0.999689
48,633,256,633,256,655,48,655,0.9996885
384,507,576,507,576,535,384,535,0.9996884
48,804,320,804,320,831,48,831,0.9996866
48,562,576,562,576,584,48,584,0.9996834
48,879,176,879,176,916,48,916,0.9996778
48,762,368,762,368,789,48,789,0.9996667
48,966,176,966,176,987,48,987,0.9996592
48,507,224,507,224,533,48,533,0.9996569
64,1036,560,1036,560,1062,64,1062,0.9996567
496,763,576,763,576,790,496,790,0.99965584
480,881,576,881,576,908,480,908,0.99963844
496,720,576,720,576,747,496,747,0.9996383
224,161,400,161,400,189,224,189,0.9996214
192,198,448,198,448,224,192,224,0.9995846
48,459,336,459,336,492,48,492,0.9995714
48,721,256,721,256,745,48,745,0.99955434
368,967,432,967,432,988,368,988,0.9995493
64,229,560,229,560,250,64,250,0.9995459
96,664,576,664,576,688,96,688,0.9995357
112,1003,512,1003,512,1030,112,1030,0.99952877
160,416,464,416,464,453,160,453,0.99952865
224,289,384,289,384,311,224,311,0.999526
