144,398,464,398,464,423,144,423,0.99950147
336,765,544,765,544,792,336,792,0.99948454
144,295,448,295,448,321,144,321,0.9994778
288,731,544,731,544,759,288,759,0.99947506
176,364,416,364,416,389,176,389,0.9994653
496,899,544,899,544,927,496,927,0.99945945
128,463,480,463,480,489,128,489,0.9994554
112,229,464,229,464,255,112,255,0.999438
320,898,384,898,384,924,320,924,0.9994375
256,530,352,530,352,558,256,558,0.99943024
160,330,432,330,432,356,160,356,0.9994117
48,596,560,596,560,624,48,624,0.9994111
48,529,160,529,160,557,48,557,0.999408
144,262,448,262,448,288,144,288,0.9994067
48,665,528,665,528,692,48,692,0.9993962
48,897,160,897,160,926,48,926,0.9993875
304,799,544,799,544,826,304,826,0.9993857
64,837,336,837,336,851,64,851,0.99938
48,865,384,865,384,893,48,893,0.9993734
432,531,560,531,560,560,432,560,0.9993685
432,866,544,866,544,891,432,891,0.9993592
144,700,528,700,528,726,144,726,0.9993579
48,638,544,638,544,653,48,653,0.9993573
