80,15,272,15,272,45,80,45,0.9996076
96,172,272,172,272,199,96,199,0.99959165
320,753,368,753,368,771,320,771,0.99958795
320,890,368,890,368,906,320,906,0.99938
80,301,304,301,304,322,80,322,0.9993563
304,574,368,574,368,592,304,592,0.9993548
304,848,368,848,368,867,304,867,0.99934274
304,1028,368,1028,368,1045,304,1045,0.99933726
240,457,368,457,368,474,240,474,0.9993155
128,343,256,343,256,357,128,357,0.9993042
96,403,288,403,288,433,96,433,0.99928313
304,713,368,713,368,731,304,731,0.9992599
80,361,288,361,288,379,80,379,0.9992169
304,970,368,970,368,986,304,986,0.99919635
16,537,208,537,208,553,16,553,0.9991898
80,220,304,220,304,235,80,235,0.9991867
144,239,240,239,240,255,144,255,0.9991829
0,948,288,948,288,965,0,965,0.9991259
0,926,240,926,240,945,0,945,0.99911064
0,1005,64,1005,64,1024,0,1024,0.99906963
96,283,288,283,288,300,96,300,0.999047
288,517,368,517,368,533,288,533,0.999017
48,733,192,733,192,751,48,751,0.9989856
48,846,208,846,208,867,48,867,0.9988986
16,634,144,634,144,651,16,651,0.9988507
48,751,160,751,160,769,48,769,0.9988506
0,515,192,515,192,533,0,533,0.99881965
0,574,176,574,176,592,0,592,0.99873596
16,654,176,654,176,673,16,673,0.9987274
48,714,144,714,144,730,48,730,0.99871147
0,61,96,61,96,126,0,126,0.99869615
304,868,368,868,368,887,304,887,0.9986803
48,867,128,867,128,885,48,885,0.9986713
0,555,112,555,112,570,0,570,0.99866974
0,616,192,616,192,633,0,633,0.9986578
48,1028,128,1028,128,1044,48,1044,0.99865544
288,538,368,538,368,554,288,554,0.9986534
304,736,368,736,368,753,304,753,0.99864143
48,321,304,321,304,341,48,341,0.998604
48,790,160,790,160,825,48,825,0.99859565
0,968,96,968,96,985,0,985,0.99858713
48,1105,320,1105,320,1122,48,1122,0.9985814
0,594,368,594,368,613,0,613,0.998548
48,890,208,890,208,905,48,905,0.9985347
112,151,256,151,256,167,112,167,0.9985312
96,261,272,261,272,282,96,282,0.9985299
288,616,368,616,368,633,288,633,0.9984883
128,985,368,985,368,1006,128,1006,0.99848795
256,793,368,793,368,826,256,826,0.998468
0,457,144,457,144,473,0,473,0.9984634
0,475,320,475,320,494,0,494,0.9984547
288,555,368,555,368,573,288,573,0.99845326
144,1006,368,1006,368,1024,144,1024,0.99844736
