320,803,464,803,464,836,320,836,0.99970454
384,753,464,753,464,772,384,772,0.9996302
192,869,368,869,368,907,192,907,0.9996075
48,206,448,206,448,225,48,225,0.99960226
384,708,464,708,464,726,384,726,0.9996013
112,353,352,353,352,371,112,371,0.99959093
64,255,432,255,432,276,64,276,0.99958175
160,1151,320,1151,320,1170,160,1170,0.9995629
384,888,464,888,464,905,384,905,0.99955934
400,984,464,984,464,1003,400,1003,0.9995264
32,709,256,709,256,726,32,726,0.99951327
160,614,208,614,208,635,160,635,0.99950624
288,395,432,395,432,419,288,419,0.99942434
256,612,464,612,464,631,256,631,0.9994155
48,279,432,279,432,298,48,298,0.9993401
160,1177,320,1177,320,1192,160,1192,0.9993267
128,984,208,984,208,1002,128,1002,0.99931
96,232,384,232,384,250,96,250,0.99929404
16,20,128,20,128,102,16,102,0.99923193
32,756,288,756,288,775,32,775,0.99920756
176,659,464,659,464,680,176,680,0.9991584
128,184,352,184,352,201,128,201,0.9991504
80,301,400,301,400,324,80,324,0.9991086
16,732,224,732,224,753,16,753,0.99907815
16,983,64,983,64,1004,16,1004,0.9990723
160,71,416,71,416,162,160,162,0.9990403
224,957,464,957,464,979,224,979,0.99902487
16,962,160,962,160,980,16,980,0.9990107
16,888,96,888,96,909,16,909,0.9990079
16,590,256,590,256,611,16,611,0.99899155
16,636,304,636,304,659,16,659,0.99893945
16,540,416,540,416,564,16,564,0.9989365
384,729,464,729,464,748,384,748,0.99892336
16,423,336,423,336,443,16,443,0.9989016
176,564,464,564,464,586,176,586,0.9989002
272,984,352,984,352,1001,272,1001,0.9988952
16,446,224,446,224,468,16,468,0.99889237
16,400,208,400,208,420,16,420,0.9988851
144,1129,336,1129,336,1145,144,1145,0.99887913
160,1105,336,1105,336,1123,160,1123,0.9988765
16,492,464,492,464,516,16,516,0.99886656
16,804,144,804,144,840,16,840,0.99885654
