48,122,496,122,496,149,48,149,0.99952877
384,716,464,716,464,737,384,737,0.99951947
384,922,464,922,464,943,384,943,0.99951005
320,462,384,462,384,482,320,482,0.99950504
80,718,240,718,240,741,80,741,0.99948335
64,1071,112,1071,112,1092,64,1092,0.9994535
432,1106,496,1106,496,1126,432,1126,0.9994504
384,889,464,889,464,909,384,909,0.99944586
432,1068,496,1068,496,1092,432,1092,0.9994442
400,953,464,953,464,972,400,972,0.9994425
160,301,400,301,400,321,160,321,0.9994261
224,158,336,158,336,179,224,179,0.99942124
80,758,336,758,336,781,80,781,0.99941516
240,953,336,953,336,978,240,978,0.9994136
240,856,336,856,336,877,240,877,0.9993998
64,1048,496,1048,496,1068,64,1068,0.999393
384,601,512,601,512,621,384,621,0.9993911
320,431,480,431,480,452,320,452,0.9993906
128,330,416,330,416,350,128,350,0.99938667
400,820,464,820,464,839,400,839,0.99937916
400,792,464,792,464,810,400,810,0.9993586
192,516,512,516,512,534,192,534,0.9993573
48,1008,240,1008,240,1031,48,1031,0.9993468
400,856,464,856,464,874,400,874,0.9993443
384,760,448,760,448,777,384,777,0.9993412
32,891,336,891,336,911,32,911,0.9993399
256,923,336,923,336,944,256,944,0.9993309
208,542,512,542,512,563,208,563,0.9993241
48,1163,496,1163,496,1180,48,1180,0.9992962
16,601,96,601,96,620,16,620,0.9992931
16,463,160,463,160,484,16,484,0.9992931
144,237,400,237,400,260,144,260,0.99929106
240,792,336,792,336,810,240,810,0.9992766
16,543,96,543,96,562,16,562,0.99927133
176,266,368,266,368,287,176,287,0.9992368
16,569,336,569,336,591,16,591,0.99923587
128,184,400,184,400,204,128,204,0.9992337
16,689,336,689,336,709,16,709,0.9992337
192,598,336,598,336,622,192,622,0.99923337
16,373,96,373,96,390,16,390,0.9992217
16,436,112,436,112,453,16,453,0.99918836
288,1071,368,1071,368,1092,288,1092,0.9991617
208,210,320,210,320,229,208,229,0.9991474
16,518,80,518,80,533,16,533,0.9991386
16,9,240,9,240,43,16,43,0.9991198
272,661,512,661,512,680,272,680,0.99911314
16,661,80,661,80,679,16,679,0.99910164
160,404,512,404,512,423,160,423,0.9990983
16,408,112,408,112,424,16,424,0.99907744
160,433,240,433,240,454,160,454,0.9990544
16,632,256,632,256,650,16,650,0.9990381
160,1107,368,1107,368,1126,160,1126,0.99903727
224,820,336,820,336,839,224,839,0.99903524
