96,318,496,318,496,342,96,342,0.9994759
448,751,576,751,576,778,448,778,0.99947125
144,1088,464,1088,464,1111,144,1111,0.99943393
48,788,144,788,144,811,48,811,0.9994118
80,284,512,284,512,309,80,309,0.9994049
320,585,544,585,544,613,320,613,0.99939084
176,1054,432,1054,432,1078,176,1078,0.9993642
416,654,560,654,560,681,416,681,0.99931574
192,248,416,248,416,275,192,275,0.9993049
208,453,384,453,384,476,208,476,0.99929583
448,718,576,718,576,745,448,745,0.9992812
112,1021,480,1021,480,1046,112,1046,0.99928004
112,216,480,216,480,241,112,241,0.99926597
32,518,432,518,432,544,32,544,0.99926156
128,383,464,383,464,410,128,410,0.9992514
32,856,528,856,528,877,32,877,0.99924624
32,585,160,585,160,611,32,611,0.999236
32,551,240,551,240,578,32,578,0.99923563
512,518,560,518,560,547,512,547,0.9992311
96,351,512,351,512,375,96,375,0.9992281
32,719,288,719,288,745,32,745,0.99922776
32,653,208,653,208,681,32,681,0.9992267
32,952,272,952,272,979,32,979,0.9992237
448,785,576,785,576,810,448,810,0.9992149
240,418,368,418,368,446,240,446,0.99921346
32,919,560,919,560,945,32,945,0.9992111
32,753,112,753,112,777,32,777,0.9991943
