128,486,400,486,400,518,128,518,0.99960405
192,206,352,206,352,233,192,233,0.9995993
16,893,176,893,176,918,16,918,0.9995889
304,708,544,708,544,737,304,737,0.9995758
112,331,432,331,432,356,112,356,0.99955577
112,393,416,393,416,420,112,420,0.9995511
0,832,240,832,240,859,0,859,0.9995504
464,832,544,832,544,860,464,860,0.9995492
144,1084,240,1084,240,1110,144,1110,0.99954885
416,894,544,894,544,921,416,921,0.9995394
464,956,544,956,544,982,464,982,0.99953246
464,1085,544,1085,544,1112,464,1112,0.9995321
336,1086,416,1086,416,1111,336,1111,0.99951756
80,239,464,239,464,266,80,266,0.9995172
0,1047,176,1047,176,1080,0,1080,0.99951625
464,803,544,803,544,827,464,827,0.9995116
464,866,544,866,544,890,464,890,0.99951124
144,172,400,172,400,198,144,198,0.9995084
256,1051,544,1051,544,1081,256,1081,0.99950695
0,1082,64,1082,64,1111,0,1111,0.99950445
0,613,128,613,128,641,0,641,0.999501
0,953,96,953,96,979,0,979,0.99949133
0,554,544,554,544,583,0,583,0.99948823
176,704,256,704,256,738,176,738,0.9994842
0,487,80,487,80,519,0,519,0.9994838
0,455,464,455,464,483,0,483,0.99948287
0,865,352,865,352,890,0,890,0.99948066
16,709,112,709,112,748,16,748,0.9994789
0,676,192,676,192,703,0,703,0.99947697
112,300,416,300,416,328,112,328,0.99947447
48,270,496,270,496,296,48,296,0.9994733
0,770,192,770,192,797,0,797,0.9994717
176,644,544,644,544,673,176,673,0.99946874
0,802,304,802,304,827,0,827,0.9994634
