256,785,352,785,352,805,256,805,0.99938047
272,923,464,923,464,946,272,946,0.99937755
160,236,368,236,368,255,160,255,0.999368
64,182,464,182,464,204,64,204,0.99936396
48,1153,480,1153,480,1183,48,1183,0.99934417
192,349,352,349,352,371,192,371,0.9993343
48,1020,208,1020,208,1043,48,1043,0.9992805
160,460,240,460,240,479,160,479,0.9992508
256,952,352,952,352,974,256,974,0.99924684
160,430,288,430,288,452,160,452,0.999233
240,819,352,819,352,838,240,838,0.99920183
304,530,464,530,464,547,304,547,0.999084
288,1083,368,1083,368,1102,288,1102,0.9990821
96,208,432,208,432,229,96,229,0.9990766
16,489,144,489,144,508,16,508,0.9990676
432,1114,496,1114,496,1135,432,1135,0.9990658
208,154,336,154,336,173,208,173,0.99905425
16,402,352,402,352,422,16,422,0.9990447
384,709,464,709,464,726,384,726,0.9990301
432,1086,496,1086,496,1106,432,1106,0.9989955
288,1113,368,1113,368,1129,288,1129,0.9989936
160,1109,240,1109,240,1126,160,1126,0.9989926
64,130,464,130,464,154,64,154,0.99898297
160,549,512,549,512,567,160,567,0.99894387
16,432,96,432,96,451,16,451,0.9989281
16,572,80,572,80,592,16,592,0.9989247
48,888,464,888,464,912,48,912,0.998922
336,461,496,461,496,482,336,482,0.998922
16,550,80,550,80,565,16,565,0.9989079
16,641,96,641,96,658,16,658,0.99890316
48,1052,496,1052,496,1083,48,1083,0.9989022
144,573,512,573,512,595,144,595,0.99889296
16,374,80,374,80,390,16,390,0.9988926
336,432,512,432,512,452,336,452,0.9988833
48,1077,112,1077,112,1093,48,1093,0.9988669
400,785,464,785,464,806,400,806,0.99886656
96,663,464,663,464,684,96,684,0.99886096
144,316,384,316,384,337,144,337,0.99885786
400,951,464,951,464,972,400,972,0.9988524
64,289,464,289,464,310,64,310,0.99885035
32,706,224,706,224,724,32,724,0.9988483
400,856,464,856,464,877,400,877,0.9988458
80,750,464,750,464,773,80,773,0.998844
400,821,464,821,464,839,400,839,0.99884015
240,856,352,856,352,879,240,879,0.9988356
336,490,400,490,400,510,336,510,0.99882656
144,640,512,640,512,660,144,660,0.9988154
96,594,272,594,272,614,96,614,0.998811
16,460,112,460,112,477,16,477,0.9988053
144,261,384,261,384,280,144,280,0.99880314
