384,462,544,462,544,486,384,486,0.9992932
64,298,336,298,336,324,64,324,0.99924135
64,369,304,369,304,390,64,390,0.9992267
64,594,144,594,144,614,64,614,0.99920267
64,401,128,401,128,420,64,420,0.99919516
464,529,544,529,544,549,464,549,0.9991898
64,569,144,569,144,587,64,587,0.99915266
64,537,208,537,208,558,64,558,0.9991523
368,438,544,438,544,460,368,460,0.99915123
480,393,544,393,544,410,480,410,0.9991448
192,719,432,719,432,743,192,743,0.999141
208,170,384,170,384,190,208,190,0.9991191
80,138,528,138,528,169,80,169,0.99909306
480,558,544,558,544,578,480,578,0.99908507
64,687,192,687,192,707,64,707,0.99907756
352,683,400,683,400,701,352,701,0.9990722
64,660,192,660,192,675,64,675,0.9990706
192,800,432,800,432,822,192,822,0.9990626
208,338,256,338,256,359,208,359,0.9990453
304,652,400,652,400,670,304,670,0.9990388
160,826,464,826,464,851,160,851,0.99903715
480,583,544,583,544,603,480,603,0.99902856
64,345,112,345,112,360,64,360,0.9990238
144,746,480,746,480,773,144,773,0.9990206
192,775,416,775,416,798,192,798,0.99901795
480,330,544,330,544,349,480,349,0.9990017
176,851,448,851,448,876,176,876,0.99899906
416,68,576,68,576,122,416,122,0.9989943
144,248,448,248,448,273,144,273,0.9989899
224,273,368,273,368,293,224,293,0.9989888
496,680,560,680,560,697,496,697,0.9989849
384,491,544,491,544,513,384,513,0.9989826
240,195,352,195,352,215,240,215,0.9989813
96,218,496,218,496,247,96,247,0.99897885
480,650,560,650,560,667,480,667,0.9989687
